rep t logL AIC nb_colonies AUC BOYCE_index BOYCE_pvalue
9 2 409.031684793706 828.063369587413 0.008 0.496732026143791 NA NA
9 3 408.354502724053 826.709005448106 0.025 0.499124649859944 NA NA
9 4 404.802900136572 819.605800273143 0.063 0.531658496732026 1 1
9 5 400.294456304257 810.588912608514 0.127 0.566293183940243 -0.5 1
9 6 397.885465923085 805.77093184617 0.208 0.562675070028011 -0.8 0.333333333333333
9 7 394.985594795522 799.971189591044 0.311 0.567722922502334 -0.927633657043918 0.00766584418747313
9 8 390.381621517473 790.763243034946 0.446 0.57093253968254 -0.30631873731649 0.504027008666588
9 9 385.559230381321 781.118460762642 0.63 0.579948646125117 -0.333333333333333 0.427876984126984
9 10 376.694066171527 763.388132343054 0.981 0.590365312791783 -0.573181387319958 0.0832476270854918
9 11 361.547723930538 733.095447861075 1.637 0.637079831932773 -0.542908012962218 0.0681500850864124
9 12 344.389250854349 698.778501708698 2.305 0.687091503267974 -0.162442343743737 0.519571121588308
9 13 330.405732904651 670.811465809302 3.191 0.706465919701214 -0.182538673001756 0.393259590151739
9 14 316.804723097936 643.609446195872 4.519 0.688375350140056 0.298286971232779 0.123130884378138
9 15 295.627483879625 601.254967759249 6.509 0.706290849673203 0.286383550069033 0.106145752789747
9 16 271.747810824429 553.495621648859 8.838 0.721463585434174 0.370043295748028 0.015861063859381
9 17 247.252717123829 504.505434247657 12.404 0.747724089635854 0.684093184968361 5.99978951384007e-08
9 18 230.63734917739 471.27469835478 16.62 0.745973389355742 0.767592559667246 1.31974727287873e-12
9 19 216.202006684035 442.404013368069 21.683 0.741188141923436 0.711197665256887 5.23430479362438e-12
9 20 203.705494944044 417.410989888089 27.53 0.738328664799253 0.323518956027382 0.00302894956250225
9 21 189.35728442939 388.714568858781 36.069 0.746732026143791 0.727293786941228 3.2864963822416e-17
9 22 179.499955296728 368.999910593455 48.053 0.753705648926237 0.683780239606054 3.71387211718457e-17
9 23 174.944941028233 359.889882056466 61.808 0.755952380952381 0.599386065458681 3.91912230024068e-14
9 24 173.803786753389 357.607573506777 74.593 0.748978758169935 0.65335317536865 1.28184077108253e-19
9 25 174.720435608958 359.440871217915 88.696 0.750671101774043 0.600984186537929 1.12566134089415e-17
10 1 409.023701743216 828.047403486431 0 0.5 NA NA
10 2 409.023701743216 828.047403486431 0 0.5 NA NA
10 3 408.336547574631 826.673095149262 0.007 0.505660597572362 NA NA
10 4 406.970198441103 823.940396882206 0.029 0.52016223155929 -1 1
10 5 405.616858686703 821.233717373406 0.064 0.527719421101774 -1 1
10 6 402.184051553621 814.368103107241 0.103 0.552900326797386 -1 1
10 7 398.262953896316 806.525907792632 0.179 0.564133986928104 -1 0.333333333333333
10 8 391.149954120327 792.299908240655 0.291 0.588935574229692 0.316227766016838 0.683772233983162
10 9 381.612105782044 773.224211564087 0.477 0.617676237161531 0.376851173174092 0.461482840350805
10 10 369.830165839946 749.660331679891 0.827 0.660772642390289 -0.634741918814027 0.0908904363891588
10 11 344.78890191804 699.57780383608 1.785 0.739233193277311 -0.359835785764961 0.341509118494034
10 12 329.990261536256 669.980523072512 2.617 0.742559523809524 -0.381818181818182 0.248380568071136
10 13 312.474628719039 634.949257438077 3.787 0.753267973856209 -0.237623906167501 0.413340518356025
