rep t logL AIC nb_colonies AUC BOYCE_index BOYCE_pvalue
1 1 408.337530176392 826.675060352784 0.008 0.5 NA NA
1 2 406.557749759016 823.115499518032 0.023 0.523517740429505 NA NA
1 3 404.806690924072 819.613381848145 0.067 0.536472922502334 1 1
1 4 402.753169806389 815.506339612777 0.096 0.556751867413632 1 1
1 5 399.753645050599 809.507290101198 0.162 0.577205882352941 0.5 1
1 6 398.015526459942 806.031052919884 0.22 0.578314659197012 0.5 1
1 7 395.190028657733 800.380057315466 0.29 0.584033613445378 0.5 1
1 8 390.095414980416 790.190829960832 0.412 0.59640522875817 -0.564288093646835 0.3217233358243
1 9 380.346271172682 770.692542345364 0.624 0.634424603174603 -0.564288093646835 0.3217233358243
1 10 375.601305932615 761.20261186523 0.833 0.623541083099907 1 0.00277777777777778
1 11 364.271129896504 738.542259793007 1.311 0.631886087768441 0.975900072948533 3.43640280761209e-05
1 12 350.601391770311 711.202783540621 1.922 0.640406162464986 0.863225872025692 0.00129381476051046
1 13 333.728868511132 677.457737022264 2.74 0.661035247432306 0.844134394347707 0.000554261681934713
1 14 314.813901647824 639.627803295649 3.809 0.68484477124183 0.957405803865705 4.7652126995526e-10
1 15 298.994564413626 607.989128827253 5.304 0.672764939309057 0.94842016584703 1.94286463712171e-11
1 16 276.225516853702 562.451033707404 7.279 0.706028244631186 0.954098601886301 1.15773087949842e-15
1 17 256.317577094711 522.635154189422 9.822 0.716824229691877 0.963463989580511 2.70360583161168e-19
1 18 237.915731201437 485.831462402873 13.417 0.722776610644258 0.952010946799167 2.97763336743961e-24
1 19 220.953933568941 451.907867137882 18.085 0.730421335200747 0.630622718437321 8.64513799217231e-08
1 20 206.418905505856 422.837811011711 23.647 0.73188025210084 0.351908890093185 0.00182459708953941
1 21 192.045076395068 394.090152790137 31.07 0.736811391223156 0.591795110840365 1.57574751169485e-09
1 22 181.800634221215 373.601268442429 40.005 0.738649626517274 0.948998400397192 1.94731585074237e-52
1 23 172.369364450455 354.73872890091 51.101 0.743464052287582 0.977002152247206 9.29938572312354e-86
1 24 166.885658987975 343.77131797595 64.644 0.743960084033614 0.948451908077943 2.98750279268074e-80
1 25 163.850349923943 337.700699847886 80.003 0.743726657329599 0.957906745916235 6.32256794839157e-105
2 1 407.252891950255 824.505783900509 0.024 0.512955182072829 NA NA
2 2 407.263874497757 824.527748995514 0.035 0.504785247432306 NA NA
2 3 405.504011624862 821.008023249725 0.07 0.515989729225023 -1 1
2 4 403.331735713233 816.663471426467 0.099 0.527719421101774 1 1
2 5 401.604788784103 813.209577568206 0.167 0.528536414565826 -1 1
2 6 400.965519085205 811.931038170411 0.222 0.51593137254902 -1 1
2 7 393.015654741424 796.031309482848 0.365 0.537873482726424 1 0.333333333333333
2 8 386.476537705011 782.953075410021 0.525 0.580240429505135 1 0.0833333333333333
2 9 379.270167391127 768.540334782254 0.733 0.586601307189542 0.963624111659431 0.000475304339884055
2 10 363.891385062655 737.782770125309 1.114 0.653011204481793 0.991031208965115 1.45612529161303e-05
2 11 352.784571254772 715.569142509544 1.575 0.670284780578898 0.883333333333333 0.00307539682539683
2 12 340.345828535922 690.691657071844 2.164 0.68531162464986 0.952166479438449 6.25456021302788e-06
2 13 324.930059440305 659.86011888061 3 0.696078431372549 0.546969673908732 0.0530554276101242
2 14 308.060590179475 626.121180358949 4.182 0.702760270774977 0.96688767898089 1.07216639254725e-09
2 15 290.034990711801 590.069981423602 5.562 0.722951680672269 0.772033540926765 4.13386154336971e-05
2 16 273.373177472041 556.746354944082 7.629 0.721317693744164 0.894877646202293 5.84856873387339e-11
2 17 254.728394506241 519.456789012481 10.281 0.717407796451914 0.965713667665198 1.02542229909035e-19
2 18 236.187031310051 482.374062620101 13.919 0.730129551820728 0.955583193627717 9.23729280990775e-22
2 19 220.997336759507 451.994673519013 18.052 0.733864379084967 0.558434545303965 9.40592731845322e-06
2 20 205.578061997131 421.156123994262 23.737 0.739700046685341 0.121156541442189 0.297152235300023
2 21 191.960667818614 393.921335637228 30.809 0.75172152194211 -0.030246380419955 0.773494926065152
2 22 181.648478220911 373.296956441822 39.843 0.74609010270775 0.254565991702905 0.00814341438957051
2 23 173.726251839954 357.452503679908 50.619 0.747169701213819 0.355271757498674 4.15556333339101e-05
2 24 169.37259344391 348.745186887819 63.849 0.742822128851541 0.946624690664378 3.54102033718708e-73
2 25 167.635945258873 345.271890517745 79.54 0.741129785247432 0.979070354144481 1.79937128839321e-128
3 1 409.024701243549 828.049402487097 0.001 0.498366013071895 NA NA
3 2 409.025700743882 828.051401487764 0.002 0.496732026143791 NA NA
3 3 408.348518670276 826.697037340552 0.019 0.500758636788048 NA NA
3 4 404.263079990232 818.526159980464 0.089 0.507440476190476 1 1
3 5 401.41162503204 812.823250064081 0.133 0.524859943977591 1 1
3 6 394.123777127661 798.247554255323 0.314 0.578548085901027 1 1
3 7 386.466217179848 782.932434359697 0.413 0.632469654528478 0.5 1
3 8 382.463074059005 774.926148118011 0.577 0.627684407096172 -0.872081599272381 0.053854217727542
3 9 369.276050675681 748.552101351362 0.872 0.680088702147526 -0.405839724956714 0.424662507561365
3 10 360.805277106361 731.610554212722 1.168 0.681109943977591 -0.463816828521959 0.35416429843623
3 11 349.282443976001 708.564887952001 1.586 0.693773342670402 0.821428571428571 0.0341269841269841
3 12 333.916811004862 677.833622009723 2.234 0.709354575163399 0.968046621751713 1.0417196122079e-06
3 13 319.007857465585 648.015714931169 3.141 0.711922268907563 0.212308541418278 0.413309855489217
